"","System","River","ReturnYear","Total_Returns","AgeClass_0.1","AgeClass_0.2","AgeClass_0.3","AgeClass_0.4","AgeClass_0.5","AgeClass_1.1","AgeClass_1.2","AgeClass_1.3","AgeClass_1.4","AgeClass_1.5","AgeClass_2.1","AgeClass_2.2","AgeClass_2.3","AgeClass_2.4","AgeClass_3.1","AgeClass_3.2","AgeClass_3.3","AgeClass_3.4"
"51","Bristol Bay","Alagnak",2013,1930231.20777954,0,0,0,4.15216517752765e-09,0,1.7679138243708e-08,461079.569026728,1252746.00091394,258.780643531974,1.14135169505531e-08,172.520401722919,89671.5744372332,126216.502114517,4.15216517752765e-09,0,4.1552277572469e-09,86.2602418277753,0
"52","Bristol Bay","Alagnak",2014,1621056.34954884,0,0,100.567470189927,0,0,119.853551294052,735455.243207066,693019.595413266,3907.46730385018,0,239.707313950701,117646.463620104,70466.8841989248,100.567470189928,0,3.29637184896267e-09,3.29616377743522e-09,0
"53","Bristol Bay","Alagnak",2015,8244122.353439,0,0,0.46774851302387,0,0,39747.7201641399,3087316.40837724,3182986.38969649,848.311778983062,0,0.0709541095271917,1800823.19644013,132394.059191204,0,0,5.72908818864434,0,0
"54","Bristol Bay","Alagnak",2016,4938142.33564765,0,0,0,0,0,2701.89355589335,1123765.34372818,2498861.49729535,12833.2777791232,0,4.45836630198898e-09,533352.511012736,766627.812276353,4.45826701813556e-09,0,4.45819442169537e-09,4.45814593177377e-09,0
"55","Bristol Bay","Alagnak",2017,4430315.24499489,0,0,0,0,0,68087.6063347,2677120.7196576,1614660.84343473,2.75069123667195,0,0,22310.6646846369,48130.9857687361,0,0,1.4201370391155,0.254286211816703,0
"56","Bristol Bay","Alagnak",2018,2873549.53051235,0,0,0,0,0,2697.7931794825,1604307.41799767,1235289.75431945,10639.6519160961,41.1663793820297,34.9838273588289,3197.52982869421,17181.10597563,111.501954043315,0,0,48.6251345441742,0
"57","Bristol Bay","Alagnak",2019,1855135.62273109,0,0,0,0,0,4174.7281639448,1230186.21043933,586590.71872317,457.583606882027,0,0.284602196305099,24204.1106338956,9521.96704205546,0,0,0,0.0195196116195635,0
"58","Bristol Bay","Alagnak",2020,4561207.96386517,0,0,0,0,0,6736.57856983127,1839803.77592278,2693830.10412727,4.72790338023785e-09,0,4.72844122536954e-09,19769.6190255919,1067.88621967859,0,0,4.72807286377177e-09,0,0
"59","Bristol Bay","Alagnak",2021,6124320.60423967,1.05161506160963e-06,1.05142607478163e-06,1.05136646141431e-06,1.05131406838125e-06,1.05088788896461e-06,0.000201168508556661,2324175.58086693,2700670.95538421,22635.2479337718,1.05088788896461e-06,1400.86179311676,359397.015765946,716039.903527217,1.03875680003709,1.05161506160963e-06,1.05142607478163e-06,1.05136646141431e-06,1.05131406838125e-06
"60","Bristol Bay","Alagnak",2022,4645074.16052132,1.04248478570975e-06,1.04234650366073e-06,1.04232511711975e-06,1.04232447688522e-06,1.04247195246431e-06,8045.04392076137,1106969.18456073,2929533.34922464,8130.43204926644,1.04247195246431e-06,1.04248478570975e-06,420868.003307823,165740.139116154,1.04232447688522e-06,1.04248478570975e-06,215.150344426282,5572.85798709665,1.04232447688522e-06
"61","Bristol Bay","Alagnak",2023,2539456.19806688,1.01559813089724e-06,1.01554029782639e-06,1.01552546312389e-06,1.01553067203741e-06,1.01558792679519e-06,1427.3332173873,474456.844944008,1167190.07717771,6488.24452799558,1.01558792679519e-06,9.29220725721122e-05,46741.7789867372,843127.315708655,0.000158056359943671,1.01559813089724e-06,24.6032442714631,1.01552546312389e-06,1.01553067203741e-06
"62","Bristol Bay","Alagnak",2024,4335434.71638467,1.02159798324753e-06,1.02144229482331e-06,1.02138880835557e-06,1.0213829598167e-06,1.02110848285677e-06,0.000155048115015264,3467864.06406928,556513.439572026,5269.37481801269,1.02110848285677e-06,0.000152392853033305,283329.831078973,21962.5521945236,400.692368209507,1.02159798324753e-06,94.7619670083972,1.02138880835557e-06,1.0213829598167e-06
"63","Bristol Bay","Egegik",1963,1991859.77312533,0,0,0,0,0,0,50461.3757551481,62982.4174894183,0,0,2486.66695484511,1064195.56658017,706515.782617949,0,0,89605.8656558314,15612.098071971,0
"64","Bristol Bay","Egegik",1964,2012601.39784247,0,2.77221554954786e-05,0,0,0,0,213842.155925381,155084.844135,88.3046712795609,0,397.259212380807,1246563.36415206,290239.284113091,0,0,28636.9320919308,77749.253513625,0
"65","Bristol Bay","Egegik",1965,5170949.66989731,0,0,6.45671792388145e-09,0,0,6.3796535382306e-09,47269.2127993653,340500.308659228,782.408292686259,0,6.3796535382306e-09,4134127.5327971,635809.187730824,0,0,10515.0249304562,1945.99468763143,0
"66","Bristol Bay","Egegik",1966,2903851.05100472,0,0,1.82335408274837e-09,0,0,0,3547.20084853706,104163.889264195,1.82159936939627e-09,0,404.820397896867,383656.348945277,2347788.88831239,129.529710539125,0,43856.6290291623,20303.7444967201,0
"67","Bristol Bay","Egegik",1967,1725062.79500242,0,0,1024.70891009579,0,0,228.794500922907,2667.33665751979,19755.1117753925,1.5979560181261e-09,0,2263.72482183759,716891.189438435,916276.145930265,0,0,27631.832601467,38323.9503664816,0
"68","Bristol Bay","Egegik",1968,1011976.91402385,0,0,1.61597304232158e-09,0,0,8.04382106022804e-10,61057.6685245574,85596.9672014015,1.21005654602462e-09,0,5946.09094094016,513647.200688717,309636.987032047,8.06704364331525e-10,0,27596.2143070436,8495.78532913576,0
"69","Bristol Bay","Egegik",1969,2016715.50026297,0,2.06159566720295e-09,0,0,0,0,24283.8692846673,36450.1269067563,2.00929890151255e-09,0,24472.0456513048,1534886.7928236,298366.852208758,0,0,82830.8966920951,15424.9166957891,0
"70","Bristol Bay","Egegik",1970,1945368.91283336,0,0,177.389553657117,0,0,0,145853.767287498,10867.3518527134,0,0,105.296467375146,1485853.91560223,222304.18945327,0,0,72732.3547754,7474.64784121719,0
"71","Bristol Bay","Egegik",1971,1996100.30112886,0,1.65091197863957e-09,1900.88110822245,1.65861391857113e-09,0,0,56673.2733820222,550527.837809223,1593.69179001061,0,469.584662191999,563055.124601477,811265.610024783,0,0,6338.10835351693,4276.18939741307,0
"72","Bristol Bay","Egegik",1972,1774534.94739064,0,0,1006.2711892986,1.93684322424365e-09,0,2.17534631317822e-07,20399.370710824,188696.431887962,1040.35872716327,0,0,748745.138068215,781194.330667739,1013.29435110355,0,9642.39163612458,22797.360151992,0
"73","Bristol Bay","Egegik",1973,787541.574469531,0,0,3.22624084618139e-09,0,0,3.44384382142343e-09,8738.09020164235,46666.2257564225,3.44374110697667e-09,0,3357.56620665182,90534.2234611752,630902.243306623,0,0,668.725277305092,6674.50025970057,0
"74","Bristol Bay","Egegik",1974,1504237.23138679,0,0,0,0,0,1.38746534103707e-09,106126.789447892,103338.321305227,1.38737103007312e-09,0,1.38746534103707e-09,1090569.10541037,200828.181241228,1832.661162646,0,9.25191688525827e-10,1542.1728194185,0
"75","Bristol Bay","Egegik",1975,2238670.98386349,0,0,0,0,0,2.40288545659659e-09,21238.0811683445,81044.9503667801,0,0,3281.67884831183,565759.842344481,1178714.93914402,8546.22281257052,0,371009.685610385,9075.58356859796,0
"76","Bristol Bay","Egegik",1976,1704895.44818508,0,6.24690562369673e-08,4.25238615252408e-08,0,0,0,8.60229626853171e-08,1.67021431998158e-07,0,0,3.9991706197645e-08,1289361.41407833,1.1215028064301e-06,3.69015662746924e-08,0,415534.034103902,1.29415993008438e-06,0
"77","Bristol Bay","Egegik",1977,2998167.00917235,0,1443.11383902978,2.28409670573505e-09,0,0,0,35038.0514969548,72017.7825254225,0,0,438.287445848787,1532499.67750337,1266964.97805026,0,0,55646.3766605822,34118.7416508814,0
"78","Bristol Bay","Egegik",1978,2078292.47405351,0,0,1.44944356258867e-09,1.48409117067142e-09,0,0,49637.8861743482,75610.92360019,186.400444197098,0,12430.2677841938,585164.945693657,1234294.4516882,8.162501439235e-09,0,56930.3995471188,64037.1991215939,0
"79","Bristol Bay","Egegik",1979,2579853.16983699,0,147.672890090222,0,0,0,3.6847252391334e-09,55085.4064913055,88787.3628684281,3.7049339790373e-09,0,7278.98794096047,1666318.81278854,724245.700117893,0,0,23869.1986368291,13973.3282113637,146.699891571861
"80","Bristol Bay","Egegik",1980,3449719.40650296,0,2.88469176853312e-08,3.01159561016607e-06,0,0,2322.47947198324,381107.074036953,151116.007140682,2.58723415516163e-05,0,53443.0014478203,2234183.05779519,561289.69555439,0,5.76968158365017e-09,58938.98633319,7319.10469383403,0
"81","Bristol Bay","Egegik",1981,4641785.16323844,0,0,2.77711370719263e-09,0,0,0,823006.34004229,452344.430146035,0,0,1845.6220134943,2772401.05416945,580804.416617557,0,0,8920.97610387471,2462.32414573648,0
"82","Bristol Bay","Egegik",1982,3785029.67662826,0,0,1.01808331192065e-08,0,0,2849.18178314747,387998.123655552,1935491.15002476,586.068050957991,0,6740.84741303865,628139.000824013,820445.389508997,1089.65599169702,0,0,1690.2593760851,0
"83","Bristol Bay","Egegik",1983,8446307.46076155,0,0,4.44744882910981e-09,0,0,4869.71121622341,657109.966080765,422634.677995225,11696.3413111042,0,2251.36580569826,6590350.2315994,698974.783932973,4.44735560386968e-09,0,58420.3828201536,4.44744882910981e-09,0
"84","Bristol Bay","Egegik",1984,5458425.15926404,0,0,23353.2719200404,6464.60060398413,0,0,706929.194513017,219730.835599905,859.613493686518,0,22071.5574295589,1973576.03352205,2484584.88846867,0,0,13141.2240470647,7713.93966606405,0
"85","Bristol Bay","Egegik",1985,8331666.15578183,0,0,3.92480236971083e-09,0,0,1756.18974199461,593439.336698787,2450118.34732742,3.92085572175452e-09,0,45078.0150934052,4056129.29245678,1176188.83574639,3.92085572175452e-09,363.347519957434,3.92377545374332e-09,8592.79119707635,0
"86","Bristol Bay","Egegik",1986,5506500.13137332,0,0,896.933636128239,0,0,2413.37642764018,1215619.20920408,432085.826268265,4963.21046043584,0,11565.195699716,2883765.6916511,948854.162341329,1570.46002135397,0,4766.06566327571,0,0
"87","Bristol Bay","Egegik",1987,6385229.4437274,2.47291335486948e-09,2.48407928896819e-09,2.48576158004505e-09,2.48806146532473e-09,0,484.08325696837,1279753.33388307,1929108.55719637,3247.1250334616,0,7273.00869965581,1689006.95305748,1470066.35522802,2.48806146532473e-09,0,6290.02737236589,0,0
"88","Bristol Bay","Egegik",1988,8117564.37869095,0,437.409441720984,1314.37297568597,2.55161569810346,0,434.777004877546,398395.698490898,2553114.46233311,6501.05954303463,0,85549.4640201912,3484607.88307377,1557303.2419347,3.27900019802924e-09,0,22289.9608311123,7613.49742614421,0
"89","Bristol Bay","Egegik",1989,9807459.992326,0,4.42274392134691e-09,143.680697333793,4.42223909053514e-09,0,1408.97250800187,425954.881389059,637987.579001357,6397.3448609752,0.000114609060346756,33924.7866813519,5245773.72787418,3439216.6486598,4.42223909053514e-09,1895.13948093012,13729.3222799437,1027.90877844224,0
"90","Bristol Bay","Egegik",1990,12605427.226271,0,1249.52314308957,2034.80014904503,0,0,4.6849870648238e-09,2415527.11158373,781317.551974892,5627.43918805922,0,10806.6344763956,4020182.86056915,5130350.33121676,16751.740061726,0,213206.33287632,8372.9010318328,0
"91","Bristol Bay","Egegik",1991,9235470.32752669,0,3.85457107039341e-09,2368.24470376159,3.85527560486302e-09,0,1175.82513345731,699118.622713006,3246243.1863537,2769.18963203962,0,69292.0860577992,4062145.44830156,1102467.0081613,8675.30453627574,0,4118.73343716697,37096.6784966189,0
"92","Bristol Bay","Egegik",1992,17890992.6677803,0,4.57111688792456e-09,2318.39341444498,4.58349809849968e-09,0,0,296195.231657617,4224764.3198417,68372.9438783244,0,106273.639441212,8870956.78766811,4210470.4769184,4.58349809849968e-09,5631.41611790403,95077.4894715773,10931.9693709512,0
"93","Bristol Bay","Egegik",1993,24250547.8608733,0,0,5.10630456483594e-09,0,0,5.1052762792867e-09,199211.883823385,1049593.95412407,134446.605866714,0,37449.1652156503,11121318.3761393,11458635.4830289,56070.4398252779,0,154845.923740518,38976.0291095114,0
"94","Bristol Bay","Egegik",1994,12738312.4809906,955.073498017671,4437.38210470837,7.3924145889256e-09,4.92815422736291e-09,0,1450.21363834284,393971.17983723,251240.483423863,5736.63360333349,0,73045.6067646731,5179386.21914642,6458564.46000748,44043.8780110238,2127.550880237,257263.589975468,66090.210099781,0
"95","Bristol Bay","Egegik",1995,15374929.535914,0,1242.5107387753,741.722269616965,6.00011721614948e-09,0,63.1647496854004,1208928.89659698,729603.397874664,4115.28109650475,0,18657.0438169981,8809854.6504351,4242640.52504539,3860.79366110212,2909.72803235142,189470.881551753,162840.940045053,0
"96","Bristol Bay","Egegik",1996,12416197.4083175,0,0,10943.3389728656,312.360153000869,0,3.21359993847129e-09,239876.584152459,2874740.51729011,5081.91515712843,0,38890.8738274181,3223466.05149961,5980914.37495549,435.983434679026,0,13130.0753043045,28405.3335704703,0
"97","Bristol Bay","Egegik",1997,7932122.50978972,0,131.171809030848,0.00292806798246104,1620.28441351974,0,7731.61327614933,117628.642903402,531796.340706028,25215.0563763987,0,30535.0373633574,4580342.54383062,2573855.01220895,32457.5450347705,2397.2549131397,9062.1179446729,19349.886081608,0
"98","Bristol Bay","Egegik",1998,4689597.35140164,0,0,1.52389655318182e-09,0,0,3546.44628190767,249363.128415902,329344.10391587,2780.6605942448,0,67291.0248553182,800145.243182579,3190111.53283995,135.817716266584,0,38919.2617003516,7960.13189924405,0
