VisitDuration,PagesVisited,ItemsViewed,DeviceType,AdClicks,CartAdds,Age,Gender,Loc_Burnaby,Loc_Downtown,Loc_Kitsilano,Loc_New Westminster,Loc_Surrey,Purchase
0.10204481074802807,19,2,1,0,1,38,0,False,True,False,False,False,1
0.2088767560948347,2,4,0,3,1,48,1,False,False,False,True,False,1
0.16130951788499626,1,14,0,1,0,29,0,True,False,False,False,False,1
0.6531083254653984,2,5,1,3,3,41,0,False,False,False,False,True,1
0.2532916025397821,7,9,1,5,1,35,1,False,False,False,True,False,1
0.4663107728563063,5,9,0,4,2,31,0,False,False,False,True,False,1
0.24442559200160274,5,15,0,5,3,29,0,False,True,False,False,False,1
0.15896958364551972,16,10,1,0,1,39,0,False,True,False,False,False,1
0.11037514116430513,20,10,1,2,1,39,1,False,False,True,False,False,1
0.6563295894652734,7,6,0,4,2,35,1,False,False,False,False,True,1
0.1381829513486138,11,11,0,1,2,25,1,False,False,False,True,False,1
0.1965823616800535,17,1,1,3,2,31,1,False,False,False,True,False,1
0.3687251706609641,3,4,1,0,2,37,1,False,False,False,False,True,1
0.8209932298479351,15,6,1,1,1,16,0,False,True,False,False,False,1
0.09710127579306127,15,9,0,2,1,22,1,False,False,True,False,False,1
0.8379449074988039,15,14,0,4,0,33,0,False,False,False,True,False,1
0.09609840789396307,1,1,0,0,3,35,0,True,False,False,False,False,1
0.9764594650133958,8,11,1,1,3,38,1,False,True,False,False,False,1
0.4686512016477016,2,6,0,2,3,33,1,False,True,False,False,False,1
0.9767610881903371,5,6,1,3,2,41,0,True,False,False,False,False,1
0.604845519745046,9,9,1,2,1,36,1,False,False,False,True,False,1
0.7392635793983017,16,14,1,4,1,47,0,False,False,False,False,True,1
0.039187792254320675,1,12,1,1,2,62,1,False,False,False,True,False,1
0.2828069625764096,4,3,0,2,2,41,0,True,False,False,False,False,1
0.1201965612131689,16,1,0,0,1,39,1,False,False,False,False,True,1
0.29614019752214493,11,8,0,4,1,27,1,False,False,False,False,True,1
0.11872771895424405,2,10,0,0,3,47,0,False,False,False,False,True,1
0.317983179393976,4,13,1,2,3,35,1,False,False,False,False,True,1
0.41426299451466997,4,8,1,2,1,30,0,False,False,True,False,False,1
0.06414749634878436,3,1,0,4,1,30,0,True,False,False,False,False,1
0.6924721193700198,5,4,0,4,1,31,0,False,False,False,False,True,1
0.5666014542065752,11,12,0,3,2,41,1,True,False,False,False,False,1
0.2653894909394454,15,2,0,2,2,37,0,True,False,False,False,False,1
0.5232480534666997,10,1,0,5,0,27,1,False,False,False,True,False,1
0.09394051075844168,6,9,1,5,2,50,0,False,False,True,False,False,1
0.5759464955561793,20,1,1,2,0,21,0,False,False,False,True,False,1
0.9292961975762141,6,12,1,0,1,42,1,True,False,False,False,False,1
0.31856895245132366,4,11,1,5,1,47,1,True,False,False,False,False,1
0.6674103799636817,20,7,0,3,3,45,0,False,False,False,False,True,1
0.13179786240439217,17,3,0,0,2,33,0,False,False,False,True,False,1
0.7163272041185655,8,2,0,2,2,41,0,True,False,False,False,False,1
0.2894060929472011,11,4,1,0,1,40,0,False,True,False,False,False,1
0.18319136200711683,13,5,0,1,3,37,1,False,False,False,True,False,1
0.5865129348100832,5,6,0,4,3,42,0,False,True,False,False,False,1
0.020107546187493552,17,2,1,0,1,20,1,True,False,False,False,False,1
0.8289400292173631,13,7,1,0,3,26,1,True,False,False,False,False,1
0.004695476192547066,16,11,0,2,1,39,0,False,False,True,False,False,1
0.6778165367962301,11,13,1,5,1,36,0,False,True,False,False,False,1
0.27000797319216485,12,10,1,3,3,45,1,False,False,True,False,False,1
0.7351940221225949,15,2,0,5,2,16,0,False,False,False,False,True,1
0.9621885451174382,11,4,0,0,1,41,0,False,True,False,False,False,1
0.24875314351995803,20,9,1,1,2,36,1,False,False,True,False,False,1
0.5761573344178369,12,3,1,2,0,27,0,False,False,False,True,False,1
0.592041931271839,7,11,0,3,1,37,0,False,False,False,False,True,1
0.5722519057908734,8,15,1,0,3,16,0,False,False,False,True,False,1
0.2230816326406183,1,7,0,4,3,40,1,False,False,False,False,True,1
0.952749011516985,20,1,1,4,1,31,0,True,False,False,False,False,1
0.44712537861762736,3,5,0,4,0,29,0,False,False,True,False,False,1
0.8464086724711278,1,5,0,2,2,32,1,False,False,False,True,False,1
0.6994792753175043,1,13,1,4,0,43,0,False,False,False,True,False,1
0.29743695085513366,8,1,0,3,0,42,1,False,True,False,False,False,1
0.8137978197024772,19,4,0,2,1,34,0,False,False,False,True,False,1
0.39650574084698464,1,4,0,1,2,47,1,False,False,False,False,True,1
0.8811031971111616,3,7,1,1,1,48,0,False,False,True,False,False,1
0.5812728726358587,7,15,0,4,1,55,0,False,False,False,True,False,1
0.8817353618548528,13,8,1,5,3,52,1,False,True,False,False,False,1
0.6925315900777659,1,14,0,2,2,16,0,False,False,True,False,False,1
0.7252542798196405,9,7,1,4,1,33,0,True,False,False,False,False,1
0.5013243819267023,4,8,0,4,3,36,0,False,False,True,False,False,1
0.9560836347232239,14,2,1,5,3,21,0,False,False,False,True,False,1
0.6439901992296374,4,11,1,1,1,37,1,True,False,False,False,False,1
0.4238550485581797,7,7,0,5,1,27,0,False,True,False,False,False,1
0.6063932141279244,7,9,0,1,0,48,1,True,False,False,False,False,1
0.019193198309333526,7,12,1,2,2,49,1,False,False,False,True,False,1
0.30157481667454933,3,3,1,4,2,20,0,False,True,False,False,False,1
0.660173537492685,16,6,1,2,3,36,0,False,True,False,False,False,1
0.29007760721044407,15,13,1,3,2,38,1,False,False,False,False,True,1
0.6180154289988415,19,1,1,3,1,25,0,False,True,False,False,False,1
0.42876870094576613,17,3,0,5,1,51,1,True,False,False,False,False,1
0.13547406422245023,12,12,1,0,2,41,0,False,False,False,False,True,1
0.29828232595603077,2,13,0,1,0,27,1,False,False,False,True,False,1
0.5699649107012649,11,6,0,2,2,42,0,True,False,False,False,False,1
0.5908727612481732,6,10,0,4,3,49,1,True,False,False,False,False,1
0.5743252488495788,16,10,1,0,3,47,0,True,False,False,False,False,1
0.6532008198571336,14,10,1,3,2,28,1,True,False,False,False,False,1
0.6521032700016889,5,4,1,4,1,35,0,False,False,False,True,False,1
0.43141843543397396,1,1,1,0,1,16,1,True,False,False,False,False,1
0.896546595851063,14,14,1,0,1,20,0,False,True,False,False,False,1
0.36756187004789653,13,14,0,3,0,29,0,False,False,False,True,False,1
0.4358649252656268,7,6,1,5,1,28,1,False,False,True,False,False,1
0.8919233550156721,18,3,1,4,0,46,1,False,False,False,False,True,1
0.8061939890460857,18,4,0,4,2,35,0,True,False,False,False,False,1
0.7038885835403663,4,11,1,0,1,35,0,False,False,False,True,False,1
0.10022688731230112,1,4,1,5,2,26,1,False,True,False,False,False,1
0.9194826137446735,20,13,1,5,1,24,1,False,True,False,False,False,1
0.7142412995491114,18,12,0,1,3,45,1,False,False,False,False,True,1
0.9988470065678665,4,10,0,1,3,24,1,False,True,False,False,False,1
0.14944830465799375,14,1,1,1,3,29,1,False,True,False,False,False,1
0.8681260573682142,12,7,1,0,2,17,1,False,False,False,True,False,1
0.16249293467637482,18,11,1,1,0,33,1,False,False,False,True,False,1
0.6155595642838442,5,13,1,3,2,28,0,True,False,False,False,False,1
0.12381998284944151,16,7,0,0,1,31,0,True,False,False,False,False,1
0.8480082293222344,11,2,1,5,2,31,0,False,False,False,False,True,1
0.8073189587250107,7,7,0,1,3,42,0,False,False,False,True,False,1
0.5691007386145933,7,6,0,2,0,24,1,False,True,False,False,False,0
0.40718329722599966,17,7,0,4,1,51,0,False,False,True,False,False,1
0.06916699545513805,5,15,0,0,2,25,1,False,False,False,False,True,1
0.6974287731445636,4,13,0,4,1,35,0,False,False,False,False,True,1
0.45354268267806885,8,3,1,4,0,41,0,False,False,True,False,False,1
0.7220555994703479,1,12,0,1,1,48,1,False,False,True,False,False,1
0.8663823259286292,1,1,0,2,2,58,1,True,False,False,False,False,1
0.9755215050028858,9,2,0,1,1,42,1,False,False,False,False,True,1
0.855803342392611,4,9,1,5,3,36,1,False,True,False,False,False,1
0.011714084185001972,7,11,1,2,0,41,0,False,True,False,False,False,1
0.3599780644783639,6,14,0,2,3,44,0,False,True,False,False,False,1
0.729990562424058,8,13,0,5,0,29,1,False,True,False,False,False,1
0.17162967726144052,20,1,0,4,2,17,1,False,False,False,False,True,1
0.5210366062041293,14,5,0,4,1,35,0,False,True,False,False,False,1
0.05433798833925363,19,9,1,2,1,33,0,False,True,False,False,False,1
0.19999652489640007,18,3,1,5,0,41,0,False,True,False,False,False,1
0.01852179446061397,4,14,0,2,0,34,1,False,True,False,False,False,1
0.7936977033574206,9,13,1,2,3,20,0,False,False,True,False,False,1
0.22392468806038013,16,8,0,4,2,41,0,False,False,False,True,False,1
0.3453516806969027,12,9,0,5,0,35,0,False,False,False,False,True,1
0.9280812934655909,4,1,0,5,0,26,1,True,False,False,False,False,1
0.7044144019235328,13,7,1,3,1,41,0,False,True,False,False,False,1
0.03183892953130785,12,11,1,3,1,20,1,False,False,False,True,False,1
0.16469415649791275,18,5,0,5,2,31,1,False,True,False,False,False,1
0.6214784014997635,19,1,1,0,1,41,1,True,False,False,False,False,1
0.5772285886041676,11,6,1,3,2,36,0,False,True,False,False,False,1
0.23789282137450862,12,8,1,1,2,25,0,True,False,False,False,False,1
0.9342139979247938,16,2,1,4,1,25,0,False,False,True,False,False,1
0.613965955965896,7,3,0,3,0,45,0,False,False,False,False,True,1
0.5356328030249583,4,1,1,2,2,33,0,False,False,False,True,False,1
0.589909976354571,19,11,0,2,1,32,0,False,True,False,False,False,1
0.7301220295167696,4,12,0,1,0,27,1,False,False,False,False,True,1
0.31194499547960186,2,9,0,0,2,40,0,False,False,False,True,False,1
0.3982210622160919,11,10,0,2,2,28,0,False,False,True,False,False,1
0.20984374897512215,2,6,0,5,2,33,0,True,False,False,False,False,1
0.18619300588033616,11,7,1,3,1,26,0,False,True,False,False,False,1
0.9443723899839336,10,7,0,5,0,25,0,False,False,False,False,True,1
0.7395507950492876,14,4,0,2,3,47,0,False,False,True,False,False,1
0.4904588086175671,20,3,0,0,2,36,0,True,False,False,False,False,1
0.22741462797332324,3,14,1,1,0,26,1,True,False,False,False,False,1
0.25435648177039294,19,13,0,0,3,24,1,False,True,False,False,False,1
0.05802916032387562,8,13,0,0,3,23,0,False,True,False,False,False,1
0.4344166255581208,9,11,1,4,3,42,0,True,False,False,False,False,1
0.3117958819941026,6,13,0,2,1,43,0,False,False,False,False,True,1
0.6963434888154595,15,5,0,5,3,42,1,True,False,False,False,False,1
0.3777518392924809,20,15,0,2,0,35,1,True,False,False,False,False,1
0.1796036775596348,7,2,1,3,0,29,0,False,True,False,False,False,1
0.02467872839133123,1,12,1,0,3,17,0,False,False,False,False,True,1
0.06724963146324858,9,15,0,1,3,61,0,True,False,False,False,False,1
0.6793927734985673,16,15,0,2,3,26,0,False,False,False,False,True,1
0.4536968445560453,6,15,1,2,1,40,1,True,False,False,False,False,1
0.5365792111087222,4,9,1,5,3,38,1,False,False,False,False,True,1
0.8966712930403421,15,12,0,1,1,32,1,False,False,True,False,False,1
0.9903389473967044,9,7,0,5,1,24,1,True,False,False,False,False,1
0.21689698439847394,10,3,1,5,2,25,1,False,False,False,False,True,1
0.6630782031001008,5,10,0,4,2,41,0,False,False,False,False,True,1
0.26332237673715064,8,6,1,3,3,18,0,True,False,False,False,False,1
0.02065099946572868,2,11,1,2,1,35,1,False,True,False,False,False,1
0.7583786538361414,20,12,1,5,3,31,0,False,True,False,False,False,1
0.32001715082246784,14,2,0,2,3,39,1,False,False,False,True,False,1
0.38346389417189797,6,7,1,3,1,34,1,False,True,False,False,False,1
0.5883171135536057,9,10,0,3,1,33,0,False,False,False,False,True,1
0.8310484552361904,10,7,0,2,0,43,1,False,False,True,False,False,1
0.6289818435911487,8,12,1,3,0,40,0,False,False,False,False,True,1
0.8726506554473953,4,14,1,3,3,30,0,False,True,False,False,False,1
0.27354203481563577,16,1,1,1,3,26,0,False,True,False,False,False,1
0.7980468339125637,6,14,1,3,1,48,1,True,False,False,False,False,1
0.1856359443059522,10,14,0,1,1,40,1,True,False,False,False,False,1
0.9527916569719446,12,15,1,0,2,34,1,False,False,True,False,False,1
0.6874882763878153,4,4,1,3,0,21,1,False,False,False,True,False,1
0.21550767711355845,19,10,0,5,2,43,1,False,True,False,False,False,1
0.9473705904889242,4,8,0,1,1,38,1,False,False,True,False,False,1
0.7308558067701578,15,10,1,0,0,33,0,True,False,False,False,False,1
0.25394164259502583,10,1,1,3,3,42,0,False,False,False,True,False,1
0.21331197736748198,18,7,1,3,0,25,1,False,False,True,False,False,1
0.5182007139306632,16,9,1,4,0,34,0,False,True,False,False,False,1
0.025662718054531575,16,15,1,2,0,45,0,False,False,False,True,False,1
0.2074700754411094,10,3,0,5,3,43,1,True,False,False,False,False,1
0.42468546875150626,20,11,1,4,1,39,0,False,False,False,True,False,1
0.37416998033422555,8,10,0,3,2,40,0,True,False,False,False,False,1
0.4635754243648107,8,11,1,4,0,43,0,True,False,False,False,False,1
0.2776287062947319,6,9,0,4,0,26,0,False,False,False,True,False,1
0.5867843464581688,12,14,1,3,2,33,1,False,False,True,False,False,1
0.8638556059232314,13,11,0,5,3,34,1,False,False,False,False,True,1
0.11753185596203308,15,11,1,2,0,35,0,False,False,False,True,False,1
0.5173791071541142,15,2,1,5,0,25,1,False,False,True,False,False,1
0.1320681063451533,3,12,1,0,1,41,0,False,False,True,False,False,1
0.7168596811925937,2,4,0,5,2,30,1,False,False,True,False,False,1
0.39605970280729375,11,5,1,3,3,32,1,False,False,True,False,False,1
0.565421311858509,6,5,1,3,2,26,0,False,False,False,False,True,1
0.18327983621407862,15,14,0,1,2,31,0,False,False,True,False,False,1
0.14484775934337724,1,2,1,0,0,19,0,False,True,False,False,False,0
0.48805628064895457,20,2,0,3,3,43,0,False,False,True,False,False,1
0.3556127378499556,8,6,1,2,2,42,0,False,True,False,False,False,1
0.940431945252813,16,12,0,0,1,50,0,False,True,False,False,False,1
0.7653252538069653,16,10,1,5,1,26,0,False,False,True,False,False,1
0.7486636198505473,2,7,0,1,3,18,0,False,True,False,False,False,1
0.9037197397459334,1,9,1,0,1,41,1,True,False,False,False,False,1
0.08342243544201855,9,2,1,1,0,49,1,False,True,False,False,False,0
0.5521924699224066,18,11,1,3,3,37,0,False,False,False,True,False,1
0.5844760689557689,14,10,0,3,2,21,0,False,False,False,True,False,1
0.961936378547229,15,12,1,0,0,44,1,True,False,False,False,False,1
0.29214752679254885,1,1,1,2,0,31,0,False,False,False,True,False,0
0.24082877991544682,6,13,0,4,2,28,1,False,False,False,False,True,1
0.10029394226549782,6,1,1,0,0,51,1,False,True,False,False,False,0
0.016429629591474204,14,1,1,5,2,26,0,True,False,False,False,False,1
0.9295293167921905,4,3,1,4,1,37,1,False,False,False,False,True,1
0.66991654659091,14,9,0,3,1,49,0,True,False,False,False,False,1
0.7851529120231378,4,2,0,2,0,34,1,False,False,False,False,True,0
0.2817301057539491,9,12,0,5,1,35,1,False,True,False,False,False,1
0.5864101661863267,4,1,1,0,3,38,1,False,False,True,False,False,1
0.06395526612098112,10,15,1,4,2,44,0,False,False,False,True,False,1
0.4856275959346229,12,9,1,5,1,23,1,False,False,False,False,True,1
0.9774951397444468,4,2,1,0,2,29,0,False,False,False,False,True,1
0.8765052453165908,12,15,0,0,1,48,1,False,False,False,False,True,1
0.33815895183684563,12,7,0,2,1,40,0,True,False,False,False,False,1
0.9615701545414985,20,14,0,4,1,29,1,False,False,False,True,False,1
0.2317016264712045,11,1,1,3,3,40,0,False,False,False,True,False,1
0.9493188224156814,11,13,0,3,2,37,1,False,False,False,False,True,1
0.9413777047064986,5,9,1,3,1,34,1,False,True,False,False,False,1
0.7992025873523917,13,9,0,1,0,42,1,False,False,False,True,False,1
0.6304479368667911,3,1,1,1,1,46,1,False,False,False,False,True,1
0.874287966624947,6,13,0,2,0,27,0,False,False,False,False,True,1
0.2930202845077967,16,13,1,4,0,32,1,False,True,False,False,False,1
0.8489435553129182,13,15,1,4,0,36,1,True,False,False,False,False,1
0.6178766919175238,18,13,1,1,1,33,0,False,False,True,False,False,1
0.01323685775889949,16,13,0,1,3,44,0,False,False,False,True,False,1
0.34723351793221957,10,9,0,1,1,50,1,False,False,True,False,False,1
0.14814086094816503,9,10,1,2,2,19,0,True,False,False,False,False,1
0.9818293898182532,4,4,1,5,3,32,1,False,True,False,False,False,1
0.47837030703998806,15,4,1,5,2,44,1,False,True,False,False,False,1
0.4973913654986627,17,1,0,0,0,43,0,False,False,False,False,True,1
0.6394725163987236,7,11,0,0,0,32,0,True,False,False,False,False,1
0.3685846061296175,20,12,1,5,3,26,1,False,True,False,False,False,1
0.13690027168559893,2,8,1,0,1,41,1,False,True,False,False,False,1
0.8221177331942455,16,5,0,4,0,23,0,False,False,False,False,True,1
0.18984791190275796,12,3,0,5,2,34,1,False,False,False,False,True,1
0.511318982546456,8,2,1,0,0,53,0,False,False,False,False,True,0
0.22431702897473926,9,14,1,2,0,27,0,True,False,False,False,False,1
0.09784448449403405,4,7,0,1,3,16,0,False,False,False,True,False,1
0.8621915174216833,12,11,1,4,1,40,0,False,False,True,False,False,1
0.9729194890231303,8,10,0,5,3,24,0,False,False,False,False,True,1
0.9608346580630002,10,3,1,0,0,51,1,False,True,False,False,False,1
0.906555499221179,14,4,1,1,1,46,0,True,False,False,False,False,1
0.7740473326986388,7,5,0,4,2,16,1,False,True,False,False,False,1
0.3331451520286419,8,10,0,3,3,27,1,True,False,False,False,False,1
0.08110138998799676,9,10,1,2,0,37,1,False,False,True,False,False,1
0.40724117141380733,6,8,0,2,3,43,1,False,False,False,True,False,1
0.23223414217094274,7,3,0,2,2,28,1,False,False,False,True,False,1
0.13248763475798297,4,13,0,2,3,21,0,False,False,False,False,True,1
0.05342718178682526,8,1,1,2,3,45,0,False,False,True,False,False,1
0.7255943642105788,19,2,0,0,1,32,0,False,False,False,False,True,1
0.011427458625031028,12,7,1,0,2,43,0,False,False,False,False,True,1
0.7705807485027762,19,13,1,3,0,36,0,False,False,True,False,False,1
0.14694664540037505,20,9,1,4,1,31,0,True,False,False,False,False,1
0.07952208258675575,18,15,1,0,0,24,1,False,False,False,False,True,1
0.08960303423860538,12,15,0,2,2,34,0,False,False,False,False,True,1
0.6720478073539145,2,8,0,5,1,39,1,False,False,False,False,True,1
0.24536720985284477,17,10,1,1,0,32,1,False,True,False,False,False,1
0.42053946668009845,15,13,0,1,2,29,1,False,False,False,True,False,1
0.5573687913239169,11,8,0,4,2,29,0,False,False,False,True,False,1
0.8605511738287938,11,14,1,3,1,40,1,False,False,False,False,True,1
0.7270442627113283,17,2,0,3,1,54,1,True,False,False,False,False,1
0.27032790523871464,16,15,0,0,3,45,1,False,False,False,False,True,1
0.1314827992911276,2,4,0,3,0,33,0,False,True,False,False,False,1
0.05537432042119794,11,13,0,5,0,25,1,True,False,False,False,False,1
0.3015986344809425,1,3,0,3,3,40,1,False,False,True,False,False,1
0.26211814923967824,20,8,0,2,1,39,0,True,False,False,False,False,1
0.45614056680047965,16,3,0,5,1,27,1,False,True,False,False,False,1
0.6832813355476804,17,14,1,5,1,23,1,False,True,False,False,False,1
0.6956254456388572,9,9,0,1,0,23,1,False,True,False,False,False,1
0.28351884658216664,10,8,0,0,2,28,1,False,False,False,False,True,1
0.3799269559001205,12,7,0,3,1,39,0,False,False,True,False,False,1
0.18115096173690304,1,4,0,3,1,42,0,False,False,False,False,True,1
0.7885455123065187,18,6,0,1,1,22,1,False,False,True,False,False,1
0.0568480764332403,8,1,0,4,2,20,1,False,False,False,True,False,1
0.6969972417249873,3,11,1,0,2,36,1,False,False,False,True,False,1
0.7786953959411034,7,5,0,5,2,32,0,False,False,False,True,False,1
0.7774075618487531,4,6,1,3,3,21,0,False,True,False,False,False,1
0.25942256434535493,14,12,0,0,0,35,1,True,False,False,False,False,1
0.37381313793256143,12,10,0,5,0,56,0,True,False,False,False,False,1
0.587599635196389,12,7,1,5,2,42,0,False,False,False,False,True,1
0.272821902424467,6,14,0,5,2,38,0,True,False,False,False,False,1
0.3708527992178887,17,6,0,0,3,43,0,False,False,True,False,False,1
0.19705428018563964,17,2,0,4,1,39,0,False,False,False,True,False,1
0.4598558837560074,14,13,0,3,0,35,1,False,False,False,True,False,1
0.044612301254114084,9,7,1,5,1,43,0,False,True,False,False,False,1
0.799795884570618,7,11,1,0,1,29,0,False,False,True,False,False,1
0.07695644698663273,13,14,0,3,1,23,0,False,False,True,False,False,1
0.518835148831526,11,6,1,5,0,42,1,False,False,False,True,False,1
0.3068100995451961,5,1,1,5,2,29,1,False,False,True,False,False,1
0.5775429488313755,9,11,0,5,0,34,1,False,False,False,True,False,1
0.9594333408334251,10,13,1,3,3,29,1,False,True,False,False,False,1
0.6455702444560039,16,11,0,2,2,43,0,False,False,True,False,False,1
0.03536243575549092,1,15,0,4,1,36,0,False,False,False,True,False,1
0.43040243950806123,8,9,1,0,3,38,1,False,True,False,False,False,1
0.5100168523182502,6,9,0,5,0,38,0,False,False,False,False,True,1
0.536177494703452,7,4,0,0,1,27,1,False,False,False,True,False,1
0.6813925106038379,20,14,1,3,2,28,0,True,False,False,False,False,1
0.2775960977317661,16,8,0,0,3,40,0,False,False,False,True,False,1
0.1288605654663202,13,12,0,2,2,50,1,False,False,True,False,False,1
0.39267567654709434,1,12,1,2,1,45,0,False,False,True,False,False,1
0.9564057227959488,19,15,1,1,1,16,1,False,False,False,True,False,1
0.18713089175084474,18,6,0,0,1,25,0,False,False,False,True,False,1
0.903983954928237,8,3,1,0,2,41,0,False,False,True,False,False,1
0.5438059500773263,2,14,1,5,2,43,1,False,False,False,True,False,1
0.4569114216457658,13,10,1,4,3,40,1,False,False,False,True,False,1
0.8820414102298896,17,11,0,5,2,25,1,False,False,False,False,True,1
0.45860396176858587,19,6,0,3,3,36,1,False,True,False,False,False,1
0.7241676366115433,8,1,1,4,1,27,0,False,True,False,False,False,1
0.399025321703102,9,12,1,2,2,36,1,True,False,False,False,False,1
0.9040443929009577,9,5,0,5,0,32,0,False,True,False,False,False,1
0.6900250201912274,17,10,1,0,0,20,1,False,False,False,True,False,1
0.6996220542505167,15,7,0,5,3,16,0,True,False,False,False,False,1
0.3277204015571189,15,3,1,0,1,32,1,False,False,False,True,False,1
0.7567786427368892,8,7,0,4,0,43,0,False,True,False,False,False,1
0.6360610554471413,5,2,1,5,3,16,1,False,True,False,False,False,1
0.24002027337970955,17,5,0,4,2,22,0,False,True,False,False,False,1
0.16053882248525642,7,14,0,5,0,20,1,False,False,True,False,False,1
0.7963914745173317,11,8,0,1,2,47,0,False,False,False,True,False,1
0.9591666030352225,7,4,1,5,1,34,0,False,False,False,True,False,1
0.45813882726004285,5,12,1,1,1,23,1,False,False,False,True,False,1
0.5909841653236849,17,8,1,5,3,38,0,False,False,False,True,False,1
0.8577226441935546,3,1,1,1,0,31,1,False,False,False,True,False,1
0.45722345335385706,16,6,1,4,1,31,0,False,True,False,False,False,1
0.9518744768327362,16,14,0,3,1,40,1,True,False,False,False,False,1
0.5757511620448724,15,3,0,5,3,39,0,False,False,False,True,False,1
0.820767120701315,16,9,1,4,3,20,1,True,False,False,False,False,1
0.9088437184127384,8,10,0,5,0,49,1,False,False,False,False,True,1
0.8155238187685688,16,13,1,2,0,38,1,False,False,True,False,False,1
0.15941446344895593,15,6,1,0,3,44,1,False,False,False,False,True,1
0.6288984390617004,11,13,0,3,0,22,0,False,False,False,False,True,1
0.3984342586196771,5,14,0,0,1,19,1,False,False,True,False,False,1
0.0627129520233457,10,1,0,3,3,30,0,False,False,False,True,False,1
0.42403225188984195,9,7,1,3,3,29,1,False,False,True,False,False,1
0.2586840668894077,12,1,1,2,2,24,0,False,False,False,False,True,1
0.8490383084285108,4,2,1,5,2,38,0,False,False,False,False,True,1
0.03330462654669619,13,4,1,2,2,26,0,False,False,False,False,True,1
